timestamp,joy,anger,suprise
201804261806451866,99.72066,5.770472E-06,0.550032
201804261806452030,99.68929,5.767754E-06,0.4239705
201804261806452532,99.68794,5.783077E-06,0.4185385
201804261806453204,99.66971,5.773929E-06,0.36388
201804261806453866,99.62739,5.798131E-06,0.2711738
201804261806454533,99.6004,5.810652E-06,0.230005
201804261806455033,99.58858,5.81114E-06,0.2182107
201804261806455699,99.57563,5.946928E-06,0.2081094
201804261806456366,99.53408,6.087455E-06,0.2036833
201804261806457033,99.14725,7.785811E-06,0.2015903
201804261806457532,97.54565,1.195498E-05,0.1979568
201804261806458198,15.3882,0.0001061894,0.1974596
201804261806458863,0.05513569,0.001120194,0.1975497
201804261806459527,0.004797438,0.003019101,0.1968027
201804261806460193,0.002194803,0.00412597,0.1974085
201804261806460697,0.001942676,0.004297022,0.1983731
201804261806467532,0.00182151,0.004541073,0.194857
201804261806467865,0.002052211,0.003339077,0.2332424
201804261806468366,0.00347011,0.002583977,0.2403979
201804261806469033,0.004162821,0.00267566,0.2220102
201804261806469529,0.00280273,0.003249417,0.2166662
201804261806470196,0.002255671,0.003696439,0.2103586
201804261806470865,0.001950448,0.003948858,0.20936
201804261806471366,0.001848549,0.003860949,0.216227
201804261806471865,0.001682123,0.003465927,0.2405115
201804261806472365,0.001367465,0.002374848,0.3368019
201804261806473029,0.001294818,0.002031603,0.3831084
201804261806473697,0.001351921,0.001940624,0.3905065
201804261806474360,0.001361346,0.001744281,0.4206958
201804261806475029,0.001482514,0.001991276,0.3724422
201804261806475527,0.00149696,0.002171381,0.3490373
201804261806476038,0.001523948,0.002217842,0.3420054
201804261806476694,0.001640553,0.002433561,0.3127211
201804261806477193,0.001766139,0.002620378,0.2901452
201804261806477865,0.001809978,0.002741898,0.2804404
201804261806478360,0.001824285,0.002694671,0.2866844
201804261806479026,0.001828569,0.002628212,0.2878917
201804261806479692,0.001833282,0.002724453,0.2810521
201804261806480360,0.00183941,0.002826279,0.2741638
201804261806481027,0.001848937,0.003154761,0.2546278
201804261806481693,0.001869133,0.00346598,0.2405196
201804261806482356,0.001888986,0.003738622,0.2320968
201804261806482862,0.001892255,0.00391041,0.2289886
201804261806483526,0.001914273,0.00391104,0.2372431
201804261806484191,0.001890107,0.003803932,0.2350765
201804261806484692,0.00187079,0.003647986,0.2364112
201804261806485193,0.001881713,0.003557847,0.2440401
201804261806485859,0.001882596,0.003510159,0.2490844
201804261806486358,0.001884677,0.003206494,0.2657872
201804261806487025,0.001909505,0.002965244,0.2883402
201804261806487692,0.00191656,0.002975418,0.2882606
201804261806488358,0.001958709,0.003015444,0.2930504
201804261806488862,0.001982229,0.003254168,0.2829952
201804261806489525,0.00194483,0.003548454,0.2523887
201804261806490029,0.001930616,0.00393695,0.2305648
201804261806490525,0.001912668,0.00428366,0.2184022
201804261806491191,0.00191851,0.004324726,0.2103451
201804261806491857,0.001934746,0.004321374,0.2060251
201804261806492524,0.001902007,0.004393506,0.2043221
201804261806493031,0.001882128,0.004404463,0.2045337
201804261806493524,0.001870832,0.004448427,0.2020486
201804261806494190,0.0018718,0.004458208,0.1998612
201804261806494691,0.001894481,0.004467268,0.2000398
201804261806495190,0.001936206,0.004422271,0.2022128
201804261806495689,0,0,0
201804261806496356,0,0,0
201804261806496866,0,0,0
201804261806497363,0,0,0
201804261806498017,0,0,0
201804261806498689,0,0,0
201804261806499194,0,0,0
201804261806499856,0,0,0
201804261806500524,0,0,0
201804261806501186,0,0,0
201804261806501688,0,0,0
201804261806502355,0,0,0
201804261806503022,0,0,0
201804261806503688,0,0,0
201804261806504357,0.0001047971,3.619552E-05,13.89456
201804261806505031,9.972922E-05,3.337554E-05,14.71611
201804261806505688,0.0001023286,3.508327E-05,14.16025
201804261806506354,0.0001114214,4.185432E-05,12.63798
201804261806506854,0.0001412066,6.307186E-05,9.05341
201804261806507352,0.0002100967,0.0001347485,5.128253
201804261806508019,0.0002115371,0.0001346171,5.04687
