timestamp,joy,anger,suprise
201804261809206169,0.001877422,0.005626395,0.1960606
201804261809206337,0.002850668,0.004597352,0.5533619
201804261809206670,0.009361654,0.004681946,9.464426
201804261809207336,0.006857429,0.004611341,4.727833
201804261809207841,0.009382827,0.004782979,9.873639
201804261809208506,0.007728933,0.005272015,6.608021
201804261809407618,0,0,0
201804261809407790,0,0,0
201804261809408137,0,0,0
201804261809408622,0,0,0
201804261809409118,0,0,0
201804261809409792,0,0,0
201804261809410461,0.002412432,0.11514,0.3811846
201804261809411117,0.0036503,0.1126692,1.01569
201804261809411784,0.00599545,0.1062887,3.031688
201804261809412454,0.009871828,0.09962204,5.344796
201804261809413122,0.6798759,0.01463651,2.140265
201804261809413622,97.34141,0.0003401485,1.633193
201804261809414286,99.62236,8.124107E-05,1.303483
201804261809414788,99.71116,3.59835E-05,1.454703
201804261809415455,99.77612,1.093394E-05,1.26311
201804261809416122,99.79928,7.790594E-06,1.35819
201804261809416788,99.79755,6.634607E-06,1.273631
201804261809417458,99.84491,7.263974E-06,2.501991
201804261809417954,99.85639,8.932097E-06,3.134846
201804261809418453,99.8787,1.438969E-05,4.797693
201804261809419120,99.90131,2.486259E-05,8.760326
201804261809419620,99.91304,5.055947E-05,11.95167
201804261809420287,99.90942,0.0001032109,13.14869
201804261809420953,99.89738,0.000159459,13.61863
201804261809421619,99.84928,0.0001934458,13.76528
201804261809422289,99.78009,0.0002314915,13.85611
201804261809422786,99.74145,0.0002482378,13.9886
201804261809423453,99.72666,0.0002559832,14.56143
201804261809424119,99.70688,0.0002652876,14.72029
201804261809424786,99.76857,0.000237764,14.79691
201804261809425281,99.72598,0.0002552859,14.82613
201804261809425949,99.72993,0.0002552387,14.83875
201804261809426618,99.75819,0.000236961,14.82786
201804261809427285,99.76582,0.0002227307,14.82817
201804261809427785,99.81277,0.0001898964,14.82689
201804261809428285,99.78863,0.000184669,14.83017
201804261809428785,99.772,0.0001772949,14.8285
201804261809429450,99.81753,0.0001372378,14.82655
201804261809430118,99.82591,0.0001170908,14.82675
201804261809430619,99.86311,7.019661E-05,14.82172
201804261809431116,99.88089,5.46917E-05,14.81567
201804261809431778,99.87913,6.538889E-05,14.81174
201804261809432282,99.88683,5.797915E-05,14.81042
201804261809432950,99.90913,6.894702E-05,14.80402
201804261809433617,99.91756,5.271651E-05,14.7858
201804261809434280,99.91979,5.437229E-05,14.77085
201804261809434945,99.92209,4.838933E-05,14.73298
201804261809435445,99.92387,4.119537E-05,14.68088
201804261809436116,99.92513,3.53254E-05,14.58489
201804261809436611,99.92535,2.748882E-05,14.56514
201804261809437283,99.92709,2.020803E-05,14.4706
201804261809437948,99.92639,1.813922E-05,14.14111
201804261809438616,99.92542,1.166524E-05,13.67811
201804261809439282,99.91634,1.097651E-05,10.95169
201804261809439793,99.90139,1.182168E-05,7.622875
201804261809440448,99.84749,2.351786E-05,2.93483
201804261809441120,99.78684,2.273273E-05,1.406603
201804261809441616,99.67032,2.944545E-05,0.5358874
201804261809442277,99.58427,2.587744E-05,0.2885322
201804261809442948,99.5168,2.031404E-05,0.2546911
201804261809443448,99.41513,2.943045E-05,0.2163877
201804261809444115,99.35007,2.098948E-05,0.210147
201804261809444613,99.31477,2.480373E-05,0.2021818
201804261809445280,99.21436,3.312213E-05,0.1976183
201804261809445782,99.31119,2.749705E-05,0.1955565
201804261809446449,99.15846,3.63961E-05,0.194576
201804261809447114,99.20249,3.428518E-05,0.1939609
201804261809447781,99.06113,3.466677E-05,0.1936145
201804261809448281,99.20429,2.989665E-05,0.1934336
201804261809448947,99.24699,2.567327E-05,0.1933951
201804261809449608,99.09534,2.405909E-05,0.1936216
201804261809450280,99.20138,2.374494E-05,0.1937599
201804261809450780,99.15634,2.088087E-05,0.1941672
201804261809451285,98.97928,2.227975E-05,0.1941188
201804261809451946,99.23609,1.99164E-05,0.1947758
201804261809452612,99.25867,2.014087E-05,0.1952097
201804261809453113,99.24122,2.239224E-05,0.196964
201804261809453611,99.25762,2.296621E-05,0.199109
201804261809454279,99.11244,2.066592E-05,0.2012393
201804261809454781,99.15579,1.499455E-05,0.2075349
201804261809455444,98.90282,1.184065E-05,0.2149712
201804261809456119,98.86626,1.095977E-05,0.2327043
201804261809456778,98.97265,1.052069E-05,0.2684275
201804261809457446,97.63908,1.43696E-05,0.3077303
201804261809458114,96.40941,1.839327E-05,0.3472885
201804261809458615,97.74739,1.606908E-05,0.4479738
201804261809459285,97.59118,1.658505E-05,0.6032802
201804261809459776,98.0943,1.773861E-05,1.119234
201804261809460444,97.75256,2.165902E-05,2.436144
201804261809461116,98.72569,2.050216E-05,5.296494
201804261809461777,99.27884,1.761578E-05,7.356524
201804261809462449,99.54653,1.621404E-05,9.809966
201804261809462939,99.62267,1.637333E-05,11.26571
201804261809463606,99.58097,1.796639E-05,12.21162
201804261809464277,99.34438,2.08566E-05,12.54239
201804261809464776,99.56998,1.706537E-05,12.87156
201804261809465445,99.74179,1.229345E-05,13.37163
201804261809466109,99.76538,1.112258E-05,13.72116
201804261809466604,99.73768,1.194073E-05,13.76727
201804261809467271,99.64498,1.425383E-05,13.89779
201804261809467776,99.62174,1.580082E-05,13.93422
201804261809468276,99.70804,1.462077E-05,14.09697
201804261809468776,99.67086,1.714867E-05,14.18164
201804261809469275,99.60857,1.815334E-05,14.19733
201804261809469775,99.21868,2.474519E-05,14.13742
201804261809470439,98.91418,2.835635E-05,14.05847
201804261809471103,98.42866,3.181666E-05,13.96171
201804261809471774,97.58008,3.639232E-05,13.91768
201804261809472286,97.6237,3.994179E-05,13.95199
201804261809472775,99.23805,2.365552E-05,13.6032
201804261809473441,99.24532,2.34771E-05,13.67425
201804261809474114,99.58847,1.618818E-05,13.58477
201804261809474610,99.72876,1.450564E-05,13.60529
201804261809475274,99.81317,1.239531E-05,13.52194
201804261809475774,99.84209,1.131716E-05,13.12382
201804261809476455,99.86945,1.239101E-05,12.72049
201804261809476940,99.86467,1.29464E-05,12.32965
201804261809477607,99.87862,1.024336E-05,11.83172
201804261809478268,99.84725,9.741077E-06,11.37572
201804261809478938,99.85564,8.963688E-06,10.51867
201804261809479606,99.83535,9.18713E-06,9.27103
201804261809480102,99.82097,8.665182E-06,6.421815
201804261809480774,99.80386,8.335592E-06,5.008815
201804261809481436,99.76088,8.02371E-06,2.5227
201804261809482102,99.78637,7.383925E-06,2.162738
201804261809482769,99.75547,7.262644E-06,1.644463
201804261809483437,99.74593,7.600262E-06,1.45975
201804261809484102,99.70114,7.640493E-06,1.100569
201804261809484768,99.59309,7.815449E-06,0.6387954
201804261809485433,99.44101,8.758666E-06,0.4942983
201804261809486105,99.40001,8.751836E-06,0.441552
201804261809486770,99.1435,9.858759E-06,0.3993152
201804261809487447,98.83682,1.158879E-05,0.4248202
201804261809488104,98.86468,1.199534E-05,0.45105
201804261809488771,97.83303,1.61462E-05,0.3759049
201804261809489271,97.44646,1.655976E-05,0.447175
201804261809489767,97.77996,1.501482E-05,0.4280015
201804261809490437,98.26968,1.4994E-05,0.8472348
201804261809491104,95.88741,2.17316E-05,0.9081531
201804261809491771,95.23731,2.657993E-05,1.777245
201804261809492438,86.59354,4.397034E-05,1.573275
